,accuracy,database_address,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
822,ROOFTOP,69 WAVERLY ST,"69 Waverly St, Providence, RI 02907, USA",ChIJby6-7IFF5IkRf6nhgp_Q0DU,"69 WAVERLY ST Providence, RI",41.80755569999999,-71.4313683,1,02907,OK,premise
823,ROOFTOP,126 WALDO ST,"126 Waldo St, Providence, RI 02907, USA",ChIJqdm3w4BF5IkRFLprP91i0Pw,"126 WALDO ST Providence, RI",41.8057507,-71.4346174,1,02907,OK,street_address
824,ROOFTOP,690 HUNTINGTON AVE,"690 Huntington Ave, Providence, RI 02907, USA",ChIJ23U0en9P5IkRsXqztjlxafw,"690 HUNTINGTON AVE Providence, RI",41.8007253,-71.4305274,1,02907,OK,premise
825,ROOFTOP,70 ALTHEA ST,"70 Althea St, Providence, RI 02907, USA",ChIJZ3sHuoFF5IkRjU8-vwUt8lE,"70 ALTHEA ST Providence, RI",41.806707,-71.43182399999999,1,02907,OK,street_address
826,GEOMETRIC_CENTER,ATWELLS AVE & DEPASQUALE AVE,"Atwells Ave, Providence, RI, USA",ChIJ7W1EBqJF5IkRRornUFgoCTQ,"ATWELLS AVE & DEPASQUALE AVE Providence, RI",41.8244829,-71.43635979999999,2,,OK,route
827,ROOFTOP,51 VINEYARD ST,"51 Vineyard St, Providence, RI 02907, USA",ChIJPQRhzoFP5IkRVTtk7Cqcc_k,"51 VINEYARD ST Providence, RI",41.800466,-71.429022,1,02907,OK,street_address
828,GEOMETRIC_CENTER,POTTERS AVE & PURITAN ST,"Potters Ave, Providence, RI, USA",ChIJpYJjv31F5IkREpz7wAW4KgQ,"POTTERS AVE & PURITAN ST Providence, RI",41.8021016,-71.42182729999999,4,,OK,route
829,ROOFTOP,84 LINWOOD AVE,"84 Linwood Ave, Providence, RI 02909, USA",ChIJR22-xYZF5IkRbn4m-u8Rxas,"84 LINWOOD AVE Providence, RI",41.8077313,-71.4367314,1,02909,OK,premise
830,ROOFTOP,27 CROMWELL ST,"27 Cromwell St, Providence, RI 02907, USA",ChIJiaQ2EnlF5IkRwTrf75_Rbik,"27 CROMWELL ST Providence, RI",41.8091719,-71.425781,1,02907,OK,street_address
831,ROOFTOP,89 AMERICA ST,"89 America St, Providence, RI 02903, USA",ChIJbZXRIHVF5IkRuCf7juYUSVc,"89 AMERICA ST Providence, RI",41.8212308,-71.4271206,1,02903,OK,premise
832,ROOFTOP,62 ROSEDALE ,"62 Rosedale St, Providence, RI 02909, USA",ChIJj9ErPIRF5IkRV5eQTu334Lc,"62 ROSEDALE  Providence, RI",41.8103525,-71.4376103,1,02909,OK,premise
833,ROOFTOP,58 SUTTON ST,"58 Sutton St, Providence, RI 02903, USA",ChIJi4bsuwpF5IkRTgDpxuv4P3A,"58 SUTTON ST Providence, RI",41.8232801,-71.4288928,1,02903,OK,premise
834,ROOFTOP,808 POTTERS AVE,"808 Potters Ave, Providence, RI 02907, USA",ChIJ-YvB-H1P5IkRQSF24YYbUro,"808 POTTERS AVE Providence, RI",41.8043668,-71.4363226,1,02907,OK,street_address
835,ROOFTOP,96 EDGEHILL RD,"96 Edgehill Rd, Providence, RI 02906, USA",ChIJtZ2XbMNE5IkRMrnHFfTzQsI,"96 EDGEHILL RD Providence, RI",41.8482568,-71.40161859999999,1,02906,OK,premise
836,ROOFTOP,77 3RD ST,"77 3rd St, Providence, RI 02906, USA",ChIJuRh-DcRE5IkRvW-li0ZUyMc,"77 3RD ST Providence, RI",41.8500836,-71.3995312,1,02906,OK,premise
837,ROOFTOP,12 COLLYER ST,"12 Collyer St, Providence, RI 02904, USA",ChIJd6F0ksFE5IkR-bxUwKJvM2E,"12 COLLYER ST Providence, RI",41.85259,-71.40442999999999,1,02904,OK,street_address
838,ROOFTOP,39 8TH ST,"39 8th St, Providence, RI 02906, USA",ChIJQQY5J8dE5IkRBgZtR4MCnu8,"39 8TH ST Providence, RI",41.8535885,-71.3991977,1,02906,OK,street_address
839,ROOFTOP,642 BLACKSTONE BLVD,"642 Blackstone Blvd, Providence, RI 02906, USA",ChIJq66Tk8lE5IkRFV_JH0zahb0,"642 BLACKSTONE BLVD Providence, RI",41.8528712,-71.3893957,1,02906,OK,premise
840,ROOFTOP,966 HOPE ST,"966 Hope St, Providence, RI 02906, USA",ChIJKYpZE8hE5IkRWRMu3kDjob8,"966 HOPE ST Providence, RI",41.8537978,-71.39305329999999,1,02906,OK,street_address
841,ROOFTOP,N  MAIN ST & YORK ST,"1201 N Main St Ext, Butler, PA 16001, USA",ChIJz9bNoCRjM4gRksACxC-1pXM,"N  MAIN ST & YORK ST Providence, RI",40.886679,-79.901611,1,16001,OK,"church,establishment,place_of_worship,point_of_interest"
842,ROOFTOP,767 ELMGROVE AVE,"767 Elmgrove Ave, Providence, RI 02906, USA",ChIJDZHL3stE5IkRUt2KHZm5EBM,"767 ELMGROVE AVE Providence, RI",41.8507334,-71.3880132,1,02906,OK,premise
843,ROOFTOP,23 CONCORD ST,"23 Concord St, Providence, RI 02904, USA",ChIJsdr7hsFE5IkRX6jkll70D6Q,"23 CONCORD ST Providence, RI",41.8520275,-71.40373199999999,1,02904,OK,premise
844,ROOFTOP,2 OVERHILL RD,"2 Overhill Rd, Providence, RI 02906, USA",ChIJn8UzOcZE5IkRWxXXbAmhpkE,"2 OVERHILL RD Providence, RI",41.8520048,-71.39554199999999,1,02906,OK,premise
845,ROOFTOP,155 8TH ST,"155 8th St, Providence, RI 02906, USA",ChIJn0mKLMZE5IkRjN9BM1SDRaY,"155 8TH ST Providence, RI",41.8526258,-71.3947213,1,02906,OK,premise
846,ROOFTOP,93 4TH ST,"93 4th St, Providence, RI 02906, USA",ChIJWXvqIsRE5IkRUwqTBdAQZ8A,"93 4TH ST Providence, RI",41.850484,-71.39865999999999,1,02906,OK,street_address
847,ROOFTOP,84 7TH ST,"84 7th St, Providence, RI 02906, USA",ChIJ3zs3WsZE5IkRzJBwW2dCnFs,"84 7TH ST Providence, RI",41.8523721,-71.39684079999999,1,02906,OK,premise
848,ROOFTOP,115 9TH ST,"115 9th St, Providence, RI 02906, USA",ChIJlYUutMdE5IkRrI5Oa1jEZGU,"115 9TH ST Providence, RI",41.8532416,-71.3959823,1,02906,OK,premise
849,ROOFTOP,1261 N MAIN ST,"1261 N Main St, Providence, RI 02906, USA",ChIJL2XoNMdE5IkRxpPMaA5V88M,"1261 N MAIN ST Providence, RI",41.8546861,-71.40013429999999,1,02906,OK,premise
850,GEOMETRIC_CENTER,VALLEY ST ,"Valley St, Providence, RI, USA",ChIJ-9T1vqFF5IkRQAh22yse43w,"VALLEY ST  Providence, RI",41.82752869999999,-71.4361571,1,,OK,route
851,ROOFTOP,20 DEXTER ST,"20 Dexter St, Providence, RI 02909, USA",ChIJ9U9Qmp1F5IkRsj7kPrAae0Y,"20 DEXTER ST Providence, RI",41.816044,-71.430902,1,02909,OK,street_address
852,ROOFTOP,21 WARREN ST,"21 Warren St, Providence, RI 02907, USA",ChIJf_FAjXlF5IkRFnVXlD_cMUc,"21 WARREN ST Providence, RI",41.8108519,-71.424656,1,02907,OK,street_address
853,ROOFTOP,230 LAUREL AVE,"230 Laurel Ave, Providence, RI 02906, USA",ChIJd_EuPtRE5IkRQQv0hCxW3Fk,"230 LAUREL AVE Providence, RI",41.8381815,-71.3870991,1,02906,OK,premise
854,ROOFTOP,25 ARCH ST,"25 Arch St, Providence, RI 02907, USA",ChIJO3lJVHdF5IkRTRqAOsEFFGE,"25 ARCH ST Providence, RI",41.8121904,-71.4242732,1,02907,OK,premise
855,ROOFTOP,32 SUPERIOR ST,"32 Superior St, Providence, RI 02907, USA",ChIJAWLnmHhF5IkRyzp_U9b4wLc,"32 SUPERIOR ST Providence, RI",41.8094534,-71.4295206,1,02907,OK,premise
856,ROOFTOP,65 BURNETT ST,"65 Burnett St, Providence, RI 02907, USA",ChIJ68udK35F5IkRjjfFDP_ueiQ,"65 BURNETT ST Providence, RI",41.8031053,-71.4267807,1,02907,OK,premise
857,ROOFTOP,18 GIBBON CT,"18 Gibbon Ct, Providence, RI 02909, USA",ChIJI_lFUYNF5IkRabwZ5o_S9d4,"18 GIBBON CT Providence, RI",41.8135649,-71.43545499999999,1,02909,OK,street_address
858,ROOFTOP,59 SUPERIOR ST,"59 Superior St, Providence, RI 02907, USA",ChIJI6HOcIJF5IkR_9_H9S8wTTw,"59 SUPERIOR ST Providence, RI",41.8099749,-71.4303685,1,02907,OK,premise
859,ROOFTOP,56 RING ST,"56 Ring St, Providence, RI 02909, USA",ChIJRZcfVJ5F5IkRAKKKpNsIlk4,"56 RING ST Providence, RI",41.820362,-71.432622,1,02909,OK,street_address
860,ROOFTOP,86 SUPERIOR ST,"86 Superior St, Providence, RI 02907, USA",ChIJ3beFaYJF5IkR9q9SirfV6pM,"86 SUPERIOR ST Providence, RI",41.8099396,-71.43128,1,02907,OK,premise
861,ROOFTOP,55 CROMWELL ST,"55 Cromwell St, Providence, RI 02907, USA",ChIJnT-NGXlF5IkRnLtcaOx92zU,"55 CROMWELL ST Providence, RI",41.809059,-71.4264062,1,02907,OK,premise
862,ROOFTOP,20 BELLEVUE AVE,"20 Bellevue Ave, Providence, RI 02907, USA",ChIJ8ZhAz35F5IkR0acmeX1_dLc,"20 BELLEVUE AVE Providence, RI",41.8070312,-71.42590109999999,1,02907,OK,premise
863,ROOFTOP,66 BURNETT ST,"66 Burnett St, Providence, RI 02907, USA",ChIJwwZigIBP5IkRdMLAh3aT4jY,"66 BURNETT ST Providence, RI",41.8027471,-71.426908,1,02907,OK,premise
864,ROOFTOP,408 CRANSTON ST,"408 Cranston St, Providence, RI 02907, USA",ChIJx8Xm8oJF5IkRcFki5oMTgxE,"408 CRANSTON ST Providence, RI",41.8113326,-71.43151270000001,1,02907,OK,street_address
865,ROOFTOP,38 ANTHONY AVE,"38 Anthony Ave, Providence, RI 02907, USA",ChIJmzuElH1P5IkRX9mK8iHDzIk,"38 ANTHONY AVE Providence, RI",41.8037171,-71.4374886,1,02907,OK,premise
866,ROOFTOP,78 MAWNEY ST,"78 Mawney St, Providence, RI 02907, USA",ChIJJ8mz039F5IkRYMgTaqIVL8s,"78 MAWNEY ST Providence, RI",41.8033577,-71.4271766,1,02907,OK,premise
867,ROOFTOP,74 BRIDGHAM ST,"74 Bridgham St, Providence, RI 02907, USA",ChIJs9HdendF5IkRjPAKZQnIY-I,"74 BRIDGHAM ST Providence, RI",41.8128564,-71.4263027,1,02907,OK,premise
868,ROOFTOP,60 VINEYARD ST,"60 Vineyard St, Providence, RI 02907, USA",ChIJWRbuyIFP5IkRQGdKOdtxHis,"60 VINEYARD ST Providence, RI",41.800272,-71.4286879,1,02907,OK,street_address
869,GEOMETRIC_CENTER,LESTER ST & GILMORE ST,"Lester St, Memphis, TN 38112, USA",ChIJJ-r6iuCAf4gRlwF5HUReRrM,"LESTER ST & GILMORE ST Providence, RI",35.1501038,-89.9651648,3,38112,OK,route
870,ROOFTOP,18 PURITAN ST,"18 Puritan St, Providence, RI 02907, USA",ChIJx15J831P5IkRThhPlNQfqVs,"18 PURITAN ST Providence, RI",41.8042646,-71.4373343,1,02907,OK,premise
871,ROOFTOP,EATON ST & RIVER AVE,"8877 Eaton St, Westminster, CO 80031, USA",ChIJvQrPpreJa4cRjLQEjm24qQM,"EATON ST & RIVER AVE Providence, RI",39.8580861,-105.058424,1,80031,OK,"establishment,point_of_interest"
872,ROOFTOP,236 WESTMINSTER ST,"236 Westminster St, Providence, RI 02903, USA",ChIJ-0JpeBRF5IkRhYJ7qKo_aoI,"236 WESTMINSTER ST Providence, RI",41.8228045,-71.4124497,1,02903,OK,premise
873,ROOFTOP,129 POTTERS AVE,"129 Potters Ave, Providence, RI 02905, USA",ChIJrfL5VmFF5IkRwSiuMH_fPLk,"129 POTTERS AVE Providence, RI",41.804776,-71.4119092,1,02905,OK,street_address
874,ROOFTOP,184 OAKLAND AVE,"184 Oakland Ave, Providence, RI 02908, USA",ChIJH5iQfQBF5IkR1ul_Y8ywbrY,"184 OAKLAND AVE Providence, RI",41.839391,-71.429429,1,02908,OK,street_address
875,ROOFTOP,25 CUSHING ST,"25 Cushing St, Providence, RI 02906, USA",ChIJLz-A6yJF5IkRqon68D_foLg,"25 CUSHING ST Providence, RI",41.829454,-71.4044722,1,02906,OK,premise
876,ROOFTOP,392 S  MAIN ST,"392 S Main St, Providence, RI 02903, USA",ChIJG7KBVz5F5IkRm0jsdIY96nc,"392 S  MAIN ST Providence, RI",41.821168,-71.403396,1,02903,OK,street_address
877,ROOFTOP,10 GLASCOW ST ,"10 Glasgow St, Providence, RI 02908, USA",ChIJc6QMGvlE5IkRxUzOlDhRQCg,"10 GLASCOW ST  Providence, RI",41.8475818,-71.4262605,1,02908,OK,premise
878,ROOFTOP,568 HOPE ST,"568 Hope St, Providence, RI 02906, USA",ChIJO0lfwttE5IkRqCrmFN709kE,"568 HOPE ST Providence, RI",41.8421721,-71.39862819999999,1,02906,OK,premise
879,ROOFTOP,1093 ELMWOOD AVE,"1093 Elmwood Ave, Providence, RI 02907, USA",ChIJ60N1n6JP5IkRC_ed5Ntrbr8,"1093 ELMWOOD AVE Providence, RI",41.7822646,-71.4196067,1,02907,OK,premise
880,ROOFTOP,16 GREELEY ST,"16 Greeley St, Providence, RI 02904, USA",ChIJ-3JnVvBE5IkRd84jYutLv9Y,"16 GREELEY ST Providence, RI",41.851962,-71.4208684,1,02904,OK,premise
881,ROOFTOP,177 IRVING AVE,"177 Irving Ave, Providence, RI 02906, USA",ChIJ77FkiCpF5IkR-GuuoBrnB_4,"177 IRVING AVE Providence, RI",41.833716,-71.38524699999999,1,02906,OK,street_address
882,ROOFTOP,18 AUDREY ST,"18 Audrey St, Providence, RI 02909, USA",ChIJvW7XSpdF5IkRk-VA8M7B7lo,"18 AUDREY ST Providence, RI",41.8200396,-71.4431244,1,02909,OK,street_address
883,ROOFTOP,109 BOWEN ST,"109 Bowen St, Providence, RI 02906, USA",ChIJc3i4eBhF5IkRw0iW3GMFGa4,"109 BOWEN ST Providence, RI",41.8303234,-71.40628029999999,1,02906,OK,street_address
884,ROOFTOP,112 CORINTH ST,"112 Corinth St, Providence, RI 02907, USA",ChIJuZxcW45P5IkRG-OamMrx3E4,"112 CORINTH ST Providence, RI",41.7929708,-71.4140036,1,02907,OK,premise
885,GEOMETRIC_CENTER,SMITH ST & RUGGLES ST,"Smith St, Brooklyn, NY, USA",ChIJPZ-4eVdawokRKYWWFfVdsNU,"SMITH ST & RUGGLES ST Providence, RI",40.6808703,-73.994436,3,,OK,route
886,ROOFTOP,486 SMITH ST,"486 Smith St, Providence, RI 02908, USA",ChIJIcguJwdF5IkRrAoaR3SQpIE,"486 SMITH ST Providence, RI",41.8356721,-71.4271302,1,02908,OK,premise
887,ROOFTOP,150 DOUGLAS AVENUE ,"150 Douglas Ave, Providence, RI 02908, USA",ChIJA4AynANF5IkRpXXj9llZ-4w,"150 DOUGLAS AVENUE  Providence, RI",41.8365528,-71.4212,1,02908,OK,street_address
888,ROOFTOP,104 OAKLAND AVE,"104 Oakland Ave, Providence, RI 02908, USA",ChIJxbxhAapF5IkRCh4QJ9NsDqo,"104 OAKLAND AVE Providence, RI",41.837295,-71.43029899999999,1,02908,OK,street_address
889,ROOFTOP,792 DOUGLAS AVE,"792 Douglas Ave, Providence, RI 02908, USA",ChIJ1YTSF1dE5IkRzL4NrFGBJWE,"792 DOUGLAS AVE Providence, RI",41.850509,-71.4343748,1,02908,OK,premise
890,ROOFTOP,23 STANSBURY ST,"23 Stansbury St, Providence, RI 02908, USA",ChIJ2S5cCldE5IkRDEKS6IjCZGs,"23 STANSBURY ST Providence, RI",41.8505772,-71.4330208,1,02908,OK,premise
891,ROOFTOP,319 DOUGLAS AVE,"319 Douglas Ave, Providence, RI 02908, USA",ChIJcRVSvAFF5IkRtnCP5M4VVXs,"319 DOUGLAS AVE Providence, RI",41.8394984,-71.42568709999999,1,02908,OK,street_address
892,ROOFTOP,155 SALINA ST,"155 Salina St, Providence, RI 02908, USA",ChIJw8wLZ_lE5IkR65wHXhLd3oE,"155 SALINA ST Providence, RI",41.84702,-71.424544,1,02908,OK,street_address
893,ROOFTOP,93 VEAZIE ST,"93 Veazie St, Providence, RI 02908, USA",ChIJvyh6ZlZE5IkRACag8RdldD0,"93 VEAZIE ST Providence, RI",41.8479683,-71.4323611,1,02908,OK,premise
894,ROOFTOP,3 VANDEWATER ST,"3 Vandewater St, Providence, RI 02908, USA",ChIJExwyAVdE5IkRWTYofQXO1Rc,"3 VANDEWATER ST Providence, RI",41.8498526,-71.4331596,1,02908,OK,premise
895,ROOFTOP,1115 DOUGLAS AVE,"1115 Douglas Ave, North Providence, RI 02904, USA",ChIJbdrcz0RE5IkRtYFvu4HCW40,"1115 DOUGLAS AVE Providence, RI",41.856556,-71.44244599999999,1,02904,OK,street_address
896,ROOFTOP,40 LUBEC ST,"40 Lubec St, Providence, RI 02904, USA",ChIJvdIBOEVE5IkRvs2KpEp_kUQ,"40 LUBEC ST Providence, RI",41.854723,-71.4425754,1,02904,OK,premise
897,ROOFTOP,24 STENTON ST ,"24 Stenton Ave, Providence, RI 02906, USA",ChIJw9JuqMNE5IkR-sbqdFdOlkU,"24 STENTON ST  Providence, RI",41.8493349,-71.4025695,1,02906,OK,premise
898,ROOFTOP,49 HILLSIDE AVE,"49 Hillside Ave, Providence, RI 02906, USA",ChIJwX6DYbhE5IkRa1Hh_v5cXRk,"49 HILLSIDE AVE Providence, RI",41.85648,-71.39711799999999,1,02906,OK,street_address
899,GEOMETRIC_CENTER,BROAD ST & PUBLIC ST,"Broad St, Philadelphia, PA, USA",ChIJW55gNOnFxokRcdhWogLTLc8,"BROAD ST & PUBLIC ST Providence, RI",39.9135043,-75.1724267,2,,OK,route
900,GEOMETRIC_CENTER,ATWELLS AVE & KNIGHT ST,"Atwells Ave, Providence, RI, USA",ChIJ7W1EBqJF5IkRRornUFgoCTQ,"ATWELLS AVE & KNIGHT ST Providence, RI",41.8244829,-71.43635979999999,2,,OK,route
901,ROOFTOP,289 FRIENDSHIP ST,"289 Friendship St, Providence, RI 02903, USA",ChIJmQwR0W1F5IkRkPDTIEqNDR4,"289 FRIENDSHIP ST Providence, RI",41.8158417,-71.415585,1,02903,OK,street_address
902,ROOFTOP,121 LAUREL HILL AVE,"121 Laurel Hill Ave, Providence, RI 02909, USA",ChIJv_utEfNF5IkRRITCZEgfe1k,"121 LAUREL HILL AVE Providence, RI",41.814132,-71.45574739999999,1,02909,OK,premise
903,GEOMETRIC_CENTER,SPARROW ST & OAKLAND AVE,"Sparrow St, Lake Forest, CA 92630, USA",ChIJ_YjayUbo3IAR8jevB5u0EdE,"SPARROW ST & OAKLAND AVE Providence, RI",33.6403918,-117.7074682,1,92630,OK,route
904,GEOMETRIC_CENTER,CRANSTON ST & ALTHEA ST,"Cranston St, Rhode Island, USA",ChIJCzWG8BRP5IkRQrqv8PG6aMs,"CRANSTON ST & ALTHEA ST Providence, RI",41.7909323,-71.4522563,10,,OK,route
905,GEOMETRIC_CENTER,CHALKSTONE AVE & MT PLEASANT AVE,"Chalkstone Ave, Providence, RI, USA",ChIJdzMxm69F5IkRFM5IhAG4zqs,"CHALKSTONE AVE & MT PLEASANT AVE Providence, RI",41.8322912,-71.4417437,1,,OK,route
906,GEOMETRIC_CENTER,ADMIRAL ST & HAWKINS ST,"Admiral St, Rhode Island, USA",ChIJIQdpdlZE5IkRZJSB0ngyY_E,"ADMIRAL ST & HAWKINS ST Providence, RI",41.8466202,-71.4318612,10,,OK,route
907,ROOFTOP,40 DEPINEDO ST,"40 De Pinedo St, Providence, RI 02904, USA",ChIJkWHBZexE5IkR0cQdmVIGY94,"40 DEPINEDO ST Providence, RI",41.8553273,-71.41316859999999,1,02904,OK,premise
908,ROOFTOP,201 WOODLAWN AVE ,"201 Woodlawn Ave, North Providence, RI 02904, USA",ChIJEdDZfiNE5IkRnBGUtvV4_-g,"201 WOODLAWN AVE  Providence, RI",41.8628969,-71.4683249,1,02904,OK,street_address
909,ROOFTOP,169 OCEAN ST,"169 Ocean St, Providence, RI 02905, USA",ChIJb1VuuGFF5IkRB2AJfbB6C7k,"169 OCEAN ST Providence, RI",41.8012717,-71.4099681,1,02905,OK,premise
910,ROOFTOP,211 OXFORD ST,"211 Oxford St, Providence, RI 02905, USA",ChIJMUtPJ2JF5IkRWVq-g41_nk4,"211 OXFORD ST Providence, RI",41.8019442,-71.4121945,1,02905,OK,premise
911,ROOFTOP,85 TOBEY ST,"85 Tobey St, Providence, RI 02909, USA",ChIJVcTgDZxF5IkRRp9OrlJyFKs,"85 TOBEY ST Providence, RI",41.8177728,-71.435216,1,02909,OK,street_address
912,GEOMETRIC_CENTER,THAYER STREET ,"Thayer St, Providence, RI, USA",ChIJUbTvqzxF5IkRkkw19eKUaQA,"THAYER STREET  Providence, RI",41.8268796,-71.4005135,1,,OK,route
913,ROOFTOP,35 WINDMILL ST,"35 Windmill St, Providence, RI 02904, USA",ChIJRUwP9u1E5IkRuwBozZiWd64,"35 WINDMILL ST Providence, RI",41.855123,-71.41801199999999,1,02904,OK,street_address
914,GEOMETRIC_CENTER,PALLAS ST & BROADWAY ,"Pallas St, Philadelphia, PA 19104, USA",ChIJkfZqd_3GxokRivUtfMha1rA,"PALLAS ST & BROADWAY  Providence, RI",39.965666,-75.210545,4,19104,OK,route
915,ROOFTOP,138 HENDRICK ST,"138 Hendrick St, Providence, RI 02908, USA",ChIJEffrQb5F5IkRX9Kj-9H7Ewo,"138 HENDRICK ST Providence, RI",41.8272859,-71.4493006,1,02908,OK,premise
916,GEOMETRIC_CENTER,RAYMOND ST & CHALKSTONE AVE,"Raymond St & I-65, Indianapolis, IN 46203, USA",ChIJfR-pBmJaa4gRrfK1a45USPg,"RAYMOND ST & CHALKSTONE AVE Providence, RI",39.737503,-86.134773,1,46203,OK,"bus_station,establishment,point_of_interest,transit_station"
917,ROOFTOP,112 KILLINGLY ST,"112 Killingly St, Providence, RI 02909, USA",ChIJ373U1_BF5IkRfcb3ag-0vYk,"112 KILLINGLY ST Providence, RI",41.8141077,-71.46259959999999,1,02909,OK,premise
918,ROOFTOP,33 WHITTIER AVE,"33 Whittier Ave, Providence, RI 02909, USA",ChIJtQxYCo5F5IkRBrus3AqbYVQ,"33 WHITTIER AVE Providence, RI",41.8148855,-71.4475902,1,02909,OK,premise
919,ROOFTOP,167 CHAPIN AVE,"167 Chapin Ave, Providence, RI 02909, USA",ChIJPaq694RF5IkRR0ygEESUFQk,"167 CHAPIN AVE Providence, RI",41.8120475,-71.4379703,1,02909,OK,premise
920,ROOFTOP,162 WHITMARSH ST,"162 Whitmarsh St, Providence, RI 02907, USA",ChIJgZ5L-35F5IkRNKhjRYNeEOE,"162 WHITMARSH ST Providence, RI",41.8058027,-71.4265272,1,02907,OK,premise
921,ROOFTOP,122 BRIDGHAM ST,"122 Bridgham St, Providence, RI 02909, USA",ChIJASXRrXdF5IkR0vGOfKEvG04,"122 BRIDGHAM ST Providence, RI",41.8147258,-71.427557,1,02909,OK,street_address
922,ROOFTOP,223 CARPENTER ST,"223 Carpenter St, Providence, RI 02903, USA",ChIJu-2TT3RF5IkRZp9G9JIznQ8,"223 CARPENTER ST Providence, RI",41.8189048,-71.42629529999999,1,02903,OK,premise
923,ROOFTOP,86 ALTHEA ST,"86 Althea St, Providence, RI 02907, USA",ChIJQ5mepYFF5IkRrfIGplleLVI,"86 ALTHEA ST Providence, RI",41.8068623,-71.4323659,1,02907,OK,premise
924,GEOMETRIC_CENTER,CRANSTON ST & PARADE ST,"Cranston St, Rhode Island, USA",ChIJCzWG8BRP5IkRQrqv8PG6aMs,"CRANSTON ST & PARADE ST Providence, RI",41.7909323,-71.4522563,10,,OK,route
925,ROOFTOP,185 HARRISON ST,"185 Harrison St, Providence, RI 02907, USA",ChIJH7epQHhF5IkRs4y25_ec97Y,"185 HARRISON ST Providence, RI",41.81145679999999,-71.4281091,1,02907,OK,premise
926,GEOMETRIC_CENTER,KNIGHT ST & SWISS ST,"Knight St, Shreveport, LA, USA",ChIJO3pE1n8tMYYRbP_whcsPozg,"KNIGHT ST & SWISS ST Providence, RI",32.4810139,-93.70425800000001,2,,OK,route
927,ROOFTOP,16 KENWOOD ST,"16 Kenwood St, Providence, RI 02909, USA",ChIJnYJY5oNF5IkR6uQxJhPIGqk,"16 KENWOOD ST Providence, RI",41.8094375,-71.4346305,1,02909,OK,street_address
928,ROOFTOP,82 MARSHALL ST,"82 Marshall St, Providence, RI 02909, USA",ChIJIWebwJ1F5IkRKi3jB6eRotY,"82 MARSHALL ST Providence, RI",41.816911,-71.431659,1,02909,OK,street_address
929,ROOFTOP,669 CRANSTON ST,"669 Cranston St, Providence, RI 02907, USA",ChIJBfREOYdF5IkRngx2rg9Ipu0,"669 CRANSTON ST Providence, RI",41.806009,-71.43692399999999,1,02907,OK,street_address
930,ROOFTOP,25 NOYES AVE,"25 Noyes Ave, Providence, RI 02907, USA",ChIJCWqY5X1P5IkRvAIu-b1uy7s,"25 NOYES AVE Providence, RI",41.8036895,-71.4364763,1,02907,OK,premise
931,ROOFTOP,111 WAVERLY ST,"111 Waverly St, Providence, RI 02907, USA",ChIJ7YpGnYFF5IkRNixxlawqVGY,"111 WAVERLY ST Providence, RI",41.808028,-71.43283,1,02907,OK,street_address
932,ROOFTOP,99 LINWOOD AVE,"99 Linwood Ave, Providence, RI 02909, USA",ChIJK3sg0YZF5IkRyuul5lryEXQ,"99 LINWOOD AVE Providence, RI",41.8072379,-71.4364159,1,02909,OK,street_address
933,ROOFTOP,2 SOUTH ST ,"2 South St, Providence, RI 02903, USA",ChIJM0KAD0BF5IkR32n9aYGxyh4,"2 SOUTH ST  Providence, RI",41.8180606,-71.405439,1,02903,OK,street_address
934,ROOFTOP,POINT ST & BEACON AVE,"2720 Sutton Blvd, St. Louis, MO 63143, USA",ChIJbd9xavXK2IcRpwCM49h8Q3M,"POINT ST & BEACON AVE Providence, RI",38.6117825,-90.31981329999999,1,63143,OK,"establishment,point_of_interest"
935,APPROXIMATE,WASHINGTON ST & SNOW ST,"Washington, USA",ChIJ-bDD5__lhVQRuvNfbGh4QpQ,"WASHINGTON ST & SNOW ST Providence, RI",47.7510741,-120.7401385,1,,OK,"administrative_area_level_1,political"
936,ROOFTOP,200 EXCHANGE ST,"200 Exchange St, Providence, RI 02903, USA",ChIJe3jD3hBF5IkR8il77sCeFxE,"200 EXCHANGE ST Providence, RI",41.82729800000001,-71.4132846,1,02903,OK,premise
937,ROOFTOP,178 TRANSIT ST,"178 Transit St, Providence, RI 02906, USA",ChIJqe2-CjlF5IkRe-jE1GM3Bv0,"178 TRANSIT ST Providence, RI",41.8207094,-71.397337,1,02906,OK,premise
938,ROOFTOP,20 GOVERNOR ST,"20 Governor St, Providence, RI 02906, USA",ChIJ4RUKWjdF5IkR-jzqTWEWj2w,"20 GOVERNOR ST Providence, RI",41.8207625,-71.39383,1,02906,OK,premise
939,ROOFTOP,342 WILLIAMS ST,"342 Williams St, Providence, RI 02906, USA",ChIJ43H2ADFF5IkR8-_Ma9AFjYg,"342 WILLIAMS ST Providence, RI",41.8232372,-71.3911375,1,02906,OK,street_address
940,ROOFTOP,229 WATERMAN ST,"229 Waterman St, Providence, RI 02906, USA",ChIJadkUJixF5IkRlkix0Rv9-88,"229 WATERMAN ST Providence, RI",41.8283026,-71.38805769999999,1,02906,OK,premise
941,ROOFTOP,344 BENEFIT ST,"344 Benefit St, Providence, RI 02903, USA",ChIJdXrAej5F5IkRDTrDqn5D228,"344 BENEFIT ST Providence, RI",41.8225428,-71.40385289999999,1,02903,OK,premise
